,URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
12,49,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,22,33,-0.19999999636363644,0.07971014481201429,10.98076923076923,0.4851138353765324,4.586353226458305,10.98076923076923,277,568,2.551056338028169,0,7.028169014084507
13,50,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,32,52,-0.238095235260771,0.11459754418199516,11.784313725490197,0.4858569051580699,4.908068252259307,11.784313725490197,292,599,2.5549915397631136,1,7.038397328881469
14,51,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,28,36,-0.12499999804687503,0.07009857604589421,13.285714285714286,0.44086021505376344,5.490629800307221,13.285714285714286,328,743,2.4260027662517287,7,6.584118438761776
15,52,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,51,48,0.030303029996939092,0.09831181718141825,11.527027027027026,0.43259085580304807,4.7838471531320295,11.527027027027026,369,849,2.4408212560386473,2,6.5630153121319195
16,53,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,29,46,-0.2266666636444445,0.058049535558785184,11.851063829787234,0.447935368043088,4.91959967913213,11.851063829787234,499,1112,2.5004887585532747,2,6.45773381294964
17,54,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,28,25,0.056603772516909956,0.10536779303107795,18.96,0.24050632911392406,7.68020253164557,18.96,114,474,2.0044345898004434,42,5.4641350210970465
18,55,https://insights.blackcoffer.com/evolution-of-advertising-industry/,0,1,-0.9999990000010001,0.199999960000008,1.0,0.3333333333333333,0.5333333333333333,1.0,1,3,2.6666666666666665,0,7.0
19,56,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,47,54,-0.06930693000686208,0.12784810110398975,8.30379746835443,0.3643292682926829,3.467250694658846,8.30379746835443,239,644,2.294851794071763,7,6.0854037267080745
20,57,https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,8,14,-0.27272726033057904,0.08661417288734578,9.904761904761905,0.47115384615384615,4.150366300366301,9.904761904761905,98,208,2.687830687830688,1,7.086538461538462
22,59,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,0,1,-0.9999990000010001,0.199999960000008,1.0,0.3333333333333333,0.5333333333333333,1.0,1,3,2.6666666666666665,0,7.0
23,60,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,56,65,-0.0743801646745441,0.1397228635799967,11.76923076923077,0.35947712418300654,4.851483157365511,11.76923076923077,275,755,2.2387862796833775,34,6.109933774834437
24,61,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,46,68,-0.19298245444752232,0.09283387614590075,10.142857142857142,0.43259557344064387,4.2301810865191145,10.142857142857142,430,990,2.4357894736842107,12,6.474747474747475
25,62,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,58,86,-0.1944444430941358,0.11650485427467244,13.282051282051283,0.444980694980695,5.490812790812791,13.282051282051283,461,1033,2.451837140019861,7,6.5730880929332045
26,63,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,55,74,-0.14728682056366807,0.08958333327112268,11.615384615384615,0.4735099337748344,4.83555781966378,11.615384615384615,572,1204,2.6154545454545453,7,6.74750830564784
27,64,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,60,18,0.5384615315581855,0.06336311936363678,15.935483870967742,0.507085020242915,6.577027556484264,15.935483870967742,501,986,2.662863070539419,2,7.14604462474645
28,65,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,19,24,-0.11627906706327752,0.07491289185555246,14.625,0.4465811965811966,6.0286324786324785,14.625,209,467,2.5145413870246087,3,6.762312633832977
29,66,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,49,96,-0.3241379287990488,0.1302785263878899,11.670886075949367,0.47071583514099785,4.856640764436147,11.670886075949367,434,918,2.578125,6,6.978213507625273
30,67,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,32,45,-0.1688311666385563,0.11809815932807032,8.655737704918034,0.4981060606060606,3.661537506209638,8.655737704918034,263,524,2.499047619047619,3,6.793893129770993
31,68,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,8,29,-0.567567552227904,0.07088122591785206,13.151515151515152,0.43317972350230416,5.433877950006983,13.151515151515152,188,433,2.5513784461152884,1,6.648960739030023
32,69,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,27,66,-0.41935483420048564,0.07242990648564648,20.96078431372549,0.39569691300280635,8.542592490691318,20.96078431372549,423,1067,2.521823472356935,2,6.641986879100281
33,70,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,100,33,0.503759394708576,0.10743134078559664,14.5,0.4722222222222222,5.988888888888889,14.5,493,1038,2.5170068027210886,0,6.900770712909441
34,71,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,35,21,0.24999999553571436,0.05743589737698882,11.828125,0.46895640686922063,4.9188325627476885,11.828125,355,755,2.628767123287671,6,6.982781456953642
35,72,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,57,34,0.25274724996981046,0.12231182779259163,14.785714285714286,0.5813204508856683,6.146813894639982,14.785714285714286,361,621,2.835236541598695,0,7.5893719806763285
36,73,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,11,14,-0.11999999520000018,0.09025270725540539,18.25,0.547945205479452,7.519178082191781,18.25,120,218,2.9631336405529956,4,7.5963302752293576
37,74,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,11,7,0.2222222098765439,0.08695652131905063,11.0,0.2897727272727273,4.515909090909091,11.0,51,175,2.1091954022988504,7,5.765714285714286
38,75,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,1,14,-0.8666666088888928,0.06493506465396076,12.2,0.5027322404371585,5.081092896174863,12.2,92,183,2.5977011494252875,4,6.950819672131147
39,76,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,5,7,-0.16666665277777895,0.07058823487889274,12.8,0.390625,5.276250000000001,12.8,50,128,2.4705882352941178,3,6.2265625
40,77,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,6,11,-0.2941176297577865,0.10303030240587696,8.1875,0.5190839694656488,3.48263358778626,8.1875,68,130,2.6030534351145036,6,6.892307692307693
41,78,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,51,22,0.39726026853068125,0.15208333301649304,8.733333333333333,0.5038167938931297,3.694860050890585,8.733333333333333,198,391,2.7184986595174263,2,7.127877237851663
42,79,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,0,1,-0.9999990000010001,0.199999960000008,1.0,0.3333333333333333,0.5333333333333333,1.0,1,3,2.6666666666666665,0,7.0
43,80,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,14,49,-0.5555555467372135,0.09559939287465949,13.6,0.39889705882352944,5.599558823529412,13.6,217,539,2.354961832061069,4,6.447124304267161
44,81,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,0,1,-0.9999990000010001,0.199999960000008,1.0,0.3333333333333333,0.5333333333333333,1.0,1,3,2.6666666666666665,0,7.0
45,82,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,5,26,-0.677419332986473,0.07730673297429742,10.454545454545455,0.43768115942028984,4.356890645586298,10.454545454545455,151,344,2.4252199413489737,1,6.744186046511628
46,83,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,21,16,0.1351351314828343,0.06218487384506744,14.38888888888889,0.4498069498069498,5.9354783354783365,14.38888888888889,233,514,2.481335952848723,2,7.087548638132295
47,84,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,29,28,0.017543859341335802,0.08948194648432975,10.074074074074074,0.46875,4.21712962962963,10.074074074074074,255,541,2.5055970149253732,9,7.170055452865065
48,85,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,47,14,0.5409835976887934,0.052181351537911584,11.578313253012048,0.46826222684703434,4.818630191943633,11.578313253012048,450,961,2.546162402669633,1,6.637877211238293
49,86,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,32,48,-0.19999999750000003,0.09779951088288569,9.438356164383562,0.5181422351233672,3.9825993598027716,9.438356164383562,357,689,2.5676470588235296,2,6.793904208998549
50,87,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,39,4,0.8139534694429427,0.08617234451668869,13.870967741935484,0.5953488372093023,5.786526631657915,13.870967741935484,256,426,2.829383886255924,0,7.622065727699531
51,88,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,47,41,0.06818181740702481,0.12553494989224687,9.215384615384615,0.4590984974958264,3.869793245152177,9.215384615384615,275,596,2.515966386554622,8,6.791946308724833
52,89,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,79,34,0.3982300849714152,0.083271923298989,14.692307692307692,0.5453752181500873,6.095073164183112,14.692307692307692,625,1145,2.715939447907391,1,7.2192139737991265
53,90,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,71,38,0.3027522908004377,0.11260330566879824,10.816901408450704,0.4309895833333333,4.499156396713615,10.816901408450704,331,761,2.418543046357616,6,6.501971090670171
54,91,https://insights.blackcoffer.com/human-rights-outlook/,74,38,0.3214285685586735,0.09294605801415264,11.847058823529412,0.5620655412115194,4.963649745896372,11.847058823529412,566,1002,2.7094188376753507,2,7.251497005988024
55,92,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,85,28,0.504424774297126,0.10414746534179956,11.024096385542169,0.41857923497267757,4.577070248205938,11.024096385542169,383,908,2.461024498886414,17,6.386563876651983
56,93,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,68,27,0.4315789428254848,0.07903494169797425,12.268292682926829,0.44731610337972166,5.086243514522621,12.268292682926829,450,997,2.518022657054583,12,6.785356068204614
57,94,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,56,23,0.4177215136997277,0.08936651573601073,12.016949152542374,0.461212976022567,4.991264851425977,12.016949152542374,327,703,2.479942693409742,18,6.7894736842105265
58,95,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,28,12,0.39999999000000025,0.07751937969472988,9.08695652173913,0.44976076555023925,3.8146869149157485,9.08695652173913,188,414,2.446078431372549,7,6.729468599033816
59,96,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,43,13,0.5357142761479594,0.11498973282342971,11.555555555555555,0.4014423076923077,4.782799145299146,11.555555555555555,167,412,2.2364532019704435,2,6.293689320388349
60,97,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,80,41,0.3223140469230244,0.08455625430848619,14.023255813953488,0.4701492537313433,5.797362027073933,14.023255813953488,567,1200,2.5612848689771766,9,6.633333333333334
61,98,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,61,68,-0.05426356547082507,0.08382066271356682,10.382608695652173,0.45142378559463986,4.3336129924987254,10.382608695652173,539,1186,2.4087837837837838,1,6.659359190556493
62,99,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,46,22,0.3529411712802769,0.08405438802959903,12.709090909090909,0.5407725321888412,5.2999453765119,12.709090909090909,378,693,2.740315638450502,8,7.373737373737374
63,100,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,42,29,0.18309858897044243,0.07585470077365951,10.27027027027027,0.42236842105263156,4.277055476529161,10.27027027027027,321,757,2.46374829001368,6,6.401585204755614
64,101,https://insights.blackcoffer.com/travel-and-tourism-outlook/,74,24,0.510204076426489,0.09819639268717796,11.0,0.47410817031070196,4.589643268124281,11.0,412,865,2.5528455284552845,33,6.788439306358382
65,102,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,82,24,0.5471698061587754,0.09153713290886258,11.566265060240964,0.45625,4.809006024096386,11.566265060240964,438,957,2.5757250268528464,11,6.672936259143156
66,103,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,28,0,0.9999999642857155,0.07734806608467384,13.818181818181818,0.5427631578947368,5.744377990430622,13.818181818181818,165,304,2.750830564784053,0,7.207236842105263
67,104,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,103,39,0.45070422217813927,0.14357937295896928,117.875,0.432661717921527,47.32306468716862,117.875,408,943,2.435396308360478,15,6.461293743372217
68,105,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,34,0,0.9999999705882362,0.05135951653873185,9.785714285714286,0.5492700729927007,4.133993743482795,9.785714285714286,301,545,2.555350553505535,0,6.921100917431192
69,106,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,15,6,0.4285714081632663,0.040076335801381036,10.19047619047619,0.5537383177570093,4.297685803293279,10.19047619047619,237,425,2.6547619047619047,0,7.475294117647059
70,107,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,5,4,0.11111109876543349,0.03964757691785208,14.692307692307692,0.5078534031413613,6.080064438179622,14.692307692307692,97,190,2.50531914893617,2,6.9526315789473685
71,108,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,35,69,-0.32692307377958585,0.11279826451974158,13.413793103448276,0.4974293059125964,5.564488963744349,13.413793103448276,387,773,2.5243101182654404,2,6.811125485122898
72,109,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,21,15,0.16666666203703717,0.07407407392165828,12.65625,0.4419753086419753,5.23929012345679,12.65625,179,404,2.4832904884318765,3,6.594059405940594
73,110,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,73,38,0.31531531247463684,0.09031733109005911,10.815217391304348,0.4442211055276382,4.503775398732794,10.815217391304348,442,988,2.5137614678899083,9,6.73582995951417
74,111,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,53,3,0.8928571269132657,0.11715481147038742,8.886363636363637,0.4936061381074169,3.7519879097884217,8.886363636363637,193,390,2.53315649867374,4,6.828205128205128
75,112,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,9,1,0.7999999200000081,0.037593984821075246,13.352941176470589,0.3876651982378855,5.49624254988339,13.352941176470589,88,227,2.391111111111111,0,6.348017621145375
76,113,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,37,9,0.6086956389413992,0.05742821465988987,13.44,0.42410714285714285,5.545642857142857,13.44,285,667,2.3513931888544892,4,6.241379310344827
77,114,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,28,8,0.5555555401234572,0.07775377952968947,15.56,0.5038560411311054,6.425542416452443,15.56,196,388,2.7232375979112273,1,6.994845360824742
78,115,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,19,8,0.4074073923182447,0.11157024747285021,6.827586206896552,0.48484848484848486,2.9249738766980147,6.827586206896552,96,195,2.6785714285714284,0,7.174358974358975
79,116,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,6,0,0.9999998333333611,0.05084745719620799,9.8,0.5204081632653061,4.1281632653061235,9.8,51,98,2.649484536082474,1,7.316326530612245
80,117,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,27,36,-0.1428571405895692,0.11886792430402278,7.836363636363636,0.37587006960556846,3.284893482387682,7.836363636363636,162,423,2.337995337995338,13,6.32387706855792
81,118,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,11,2,0.6923076390532585,0.1048387088319459,10.2,0.4117647058823529,4.2447058823529416,10.2,42,101,2.287128712871287,1,6.267326732673268
82,119,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,54,19,0.4794520482266843,0.0850815849824224,10.130434782608695,0.5822603719599427,4.2850780618274555,10.130434782608695,407,697,2.874269005847953,0,7.464849354375897
83,120,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,14,18,-0.12499999609375013,0.08839778981105582,9.806451612903226,0.4868421052631579,4.117317487266553,9.806451612903226,148,300,2.493333333333333,8,6.78
84,121,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,24,37,-0.21311475060467622,0.09384615370177515,11.6,0.4241379310344828,4.809655172413794,11.6,246,568,2.375438596491228,5,6.551056338028169
85,122,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,33,49,-0.19512194883997624,0.06760098922703957,13.391891891891891,0.5166498486377397,5.563416696211853,13.391891891891891,512,987,2.700507614213198,15,7.297872340425532
86,123,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,57,23,0.4249999946875001,0.07677543178812338,12.652777777777779,0.40175631174533477,5.221813635809245,12.652777777777779,366,900,2.4282485875706215,17,6.441111111111111
87,124,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,48,26,0.29729729327976634,0.07219512188078524,11.91304347826087,0.40632603406326034,4.927747804929652,11.91304347826087,334,819,2.4022556390977443,16,6.440781440781441
88,125,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,28,7,0.5999999828571434,0.06916996033760878,6.149253731343284,0.441747572815534,2.636400521663527,6.149253731343284,182,403,2.4536340852130327,0,6.58560794044665
89,126,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,50,8,0.7241379185493463,0.0688836103694969,11.741379310344827,0.43759177679882527,4.871588434857461,11.741379310344827,298,678,2.4044776119402984,4,6.504424778761062
90,127,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,36,6,0.714285697278912,0.14634146290473357,14.0,0.453781512605042,5.781512605042018,14.0,108,236,2.5358649789029535,8,6.5508474576271185
91,128,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,49,16,0.507692299881657,0.05757307346539143,13.75,0.4844919786096257,5.693796791443851,13.75,453,931,2.610629067245119,7,6.771213748657358
92,129,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,34,72,-0.3584905626557494,0.1630769228260355,7.485714285714286,0.44083969465648853,3.1706215921483096,7.485714285714286,231,516,2.4022988505747125,11,6.488372093023256
93,130,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,66,22,0.4999999943181819,0.12307692290478751,8.027397260273972,0.3242320819112628,3.3406517368740936,8.027397260273972,190,580,2.1796200345423142,5,6.122413793103449
94,131,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,28,46,-0.24324323995617245,0.08894230758540587,11.983050847457626,0.3564356435643564,4.935794596408794,11.983050847457626,252,705,2.2308823529411765,0,6.276595744680851
95,132,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,38,26,0.18749999707031256,0.060778727387674515,8.957446808510639,0.4679334916864608,3.77015212007884,8.957446808510639,394,838,2.5541871921182264,6,6.84964200477327
96,133,https://insights.blackcoffer.com/continued-demand-for-sustainability/,35,80,-0.3913043444234405,0.1681286547249581,7.736111111111111,0.4524236983842011,3.275413923798125,7.736111111111111,252,547,2.4151624548736463,13,6.522851919561243
97,134,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,0,1,-0.9999990000010001,0.199999960000008,1.0,0.3333333333333333,0.5333333333333333,1.0,1,3,2.6666666666666665,0,7.0
98,135,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,25,13,0.31578946537396146,0.07436399202668495,15.925925925925926,0.42790697674418604,6.5415331610680445,15.925925925925926,184,428,2.522565320665083,1,6.925233644859813
99,136,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,40,25,0.23076922721893497,0.07793764978664551,17.425,0.45911047345767575,7.153644189383072,17.425,320,696,2.5560407569141192,1,7.1451149425287355
100,137,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,0,1,-0.9999990000010001,0.199999960000008,1.0,0.3333333333333333,0.5333333333333333,1.0,1,3,2.6666666666666665,0,7.0
101,138,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,37,12,0.5102040712203251,0.017450142443928014,8.875,0.3784643343934575,3.7013857337573834,8.875,833,2199,2.291374122367101,0,6.074579354251933
102,139,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,40,54,-0.14893616862833864,0.0844564240031838,11.457831325301205,0.4815983175604627,4.775771857144668,11.457831325301205,458,946,2.5220193340494093,10,6.818181818181818
103,140,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,30,69,-0.3939393899602082,0.08807829173658514,15.14516129032258,0.5548455804046858,6.280002748290907,15.14516129032258,521,939,2.685589519650655,0,7.08839190628328
104,141,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,5,3,0.24999996875000394,0.07339449473950005,11.375,0.4065934065934066,4.712637362637363,11.375,37,90,2.4204545454545454,2,6.4
105,142,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,46,4,0.8399999832000004,0.06887052332111498,12.195652173913043,0.42780748663101603,5.049383864217624,12.195652173913043,240,558,2.3544776119402986,1,6.293906810035843
106,143,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,51,33,0.2142857117346939,0.07486631009370204,7.923728813559322,0.4406417112299465,3.345748209915708,7.923728813559322,412,924,2.4735706580366776,5,6.75
107,144,https://insights.blackcoffer.com/ensuring-growth-through-insurance-technology/,60,16,0.5789473608033242,0.060995184541737406,11.382022471910112,0.4797630799605133,4.74471422074825,11.382022471910112,486,1007,2.4596774193548385,5,6.714001986097319
109,146,https://insights.blackcoffer.com/blockchain-for-payments/,38,33,0.07042253421940092,0.09607577794847662,13.25531914893617,0.42215088282504015,5.470988012704485,13.25531914893617,263,617,2.4210526315789473,3,6.576985413290114
110,147,https://insights.blackcoffer.com/the-future-of-investing/,0,1,-0.9999990000010001,0.199999960000008,1.0,0.3333333333333333,0.5333333333333333,1.0,1,3,2.6666666666666665,0,7.0
111,148,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,20,42,-0.35483870395421446,0.0915805020803833,11.326530612244898,0.436036036036036,4.705026659312374,11.326530612244898,242,555,2.4721189591078065,4,6.634234234234234
112,149,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,43,47,-0.04444444395061729,0.11780104696622899,8.902777777777779,0.44617784711388453,3.7395822499566655,8.902777777777779,286,634,2.4505494505494507,27,6.566246056782334
113,150,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,30,28,0.03448275802615935,0.08554572258769068,15.894736842105264,0.45364238410596025,6.539351690484491,15.894736842105264,274,602,2.5126050420168067,12,6.659468438538206
